MARPP Real personal income and regional price parities by MSA 1
MARPP Real personal income and regional price parities by MSA 1
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2023
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",141.880
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",103.025
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",8,Implicit regional price deflator,124.825
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",,Real personal income,
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",146709.9
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",58496
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",3,RPPs: All items,106.615
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.592
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",124.597
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",91.036
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",103.941
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",8,Implicit regional price deflator,128.462
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",,Real personal income,
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",32092.8
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",59774
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",3,RPPs: All items,101.675
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.611
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",122.455
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",91.450
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",99.484
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",8,Implicit regional price deflator,122.509
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",,Real personal income,
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",1,"  Real personal income (millions of constant (2017) dollars)",34773.2
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",2,"  Real per capita personal income (constant (2017) dollars) 2",49350
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",,Regional price parities and implicit price deflator,
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",3,RPPs: All items,109.728
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",4,"  RPPs: Goods",109.412
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",5,"  RPPs: Services: Housing",118.971
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",6,"  RPPs: Services: Utilities",136.997
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",7,"  RPPs: Services: Other",106.380
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",8,Implicit regional price deflator,132.213
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",,Real personal income,
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",12188.2
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48932
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",3,RPPs: All items,95.026
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.066
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",100.643
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",85.406
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.260
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",8,Implicit regional price deflator,114.498
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",,Real personal income,
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",93246.6
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",55577
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",3,RPPs: All items,100.862
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",4,"  RPPs: Goods",97.009
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",98.875
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",147.853
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",102.161
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",8,Implicit regional price deflator,121.530
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",,Real personal income,
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",36866.4
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",50350
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",3,RPPs: All items,95.023
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.018
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",107.400
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",72.668
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",94.365
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",8,Implicit regional price deflator,114.494
39380,"Pueblo, CO (Metropolitan Statistical Area)",,Real personal income,
39380,"Pueblo, CO (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7455.3
39380,"Pueblo, CO (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",44004
39380,"Pueblo, CO (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39380,"Pueblo, CO (Metropolitan Statistical Area)",3,RPPs: All items,92.397
39380,"Pueblo, CO (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.333
39380,"Pueblo, CO (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",90.067
39380,"Pueblo, CO (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",79.804
39380,"Pueblo, CO (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.013
39380,"Pueblo, CO (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.330
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",,Real personal income,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",9636.0
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46746
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",3,RPPs: All items,98.437
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.611
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",101.927
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.985
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",99.484
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",8,Implicit regional price deflator,118.608
39540,"Racine, WI (Metropolitan Statistical Area)",,Real personal income,
39540,"Racine, WI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",10764.9
39540,"Racine, WI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54752
39540,"Racine, WI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39540,"Racine, WI (Metropolitan Statistical Area)",3,RPPs: All items,95.038
39540,"Racine, WI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.114
39540,"Racine, WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",91.980
39540,"Racine, WI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.787
39540,"Racine, WI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.969
39540,"Racine, WI (Metropolitan Statistical Area)",8,Implicit regional price deflator,114.512
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",,Real personal income,
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",96229.7
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",63761
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",3,RPPs: All items,97.989
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.458
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",104.020
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",84.375
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.136
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",8,Implicit regional price deflator,118.069
39660,"Rapid City, SD (Metropolitan Statistical Area)",,Real personal income,
39660,"Rapid City, SD (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",9485.4
39660,"Rapid City, SD (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",64589
39660,"Rapid City, SD (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39660,"Rapid City, SD (Metropolitan Statistical Area)",3,RPPs: All items,90.315
39660,"Rapid City, SD (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.069
39660,"Rapid City, SD (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",77.079
39660,"Rapid City, SD (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",81.124
39660,"Rapid City, SD (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",91.807
39660,"Rapid City, SD (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.821
39740,"Reading, PA (Metropolitan Statistical Area)",,Real personal income,
39740,"Reading, PA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",23082.6
39740,"Reading, PA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",53331
39740,"Reading, PA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39740,"Reading, PA (Metropolitan Statistical Area)",3,RPPs: All items,96.019
39740,"Reading, PA (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.458
39740,"Reading, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",82.686
39740,"Reading, PA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",118.716
39740,"Reading, PA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.633
39740,"Reading, PA (Metropolitan Statistical Area)",8,Implicit regional price deflator,115.695
39820,"Redding, CA (Metropolitan Statistical Area)",,Real personal income,
39820,"Redding, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",8406.9
39820,"Redding, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46610
39820,"Redding, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39820,"Redding, CA (Metropolitan Statistical Area)",3,RPPs: All items,102.836
39820,"Redding, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
39820,"Redding, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",90.518
39820,"Redding, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",142.424
39820,"Redding, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
39820,"Redding, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,123.909
39900,"Reno, NV (Metropolitan Statistical Area)",,Real personal income,
39900,"Reno, NV (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",34868.2
39900,"Reno, NV (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",69431
39900,"Reno, NV (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
39900,"Reno, NV (Metropolitan Statistical Area)",3,RPPs: All items,97.448
39900,"Reno, NV (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.587
39900,"Reno, NV (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",118.669
39900,"Reno, NV (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.545
39900,"Reno, NV (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",94.105
39900,"Reno, NV (Metropolitan Statistical Area)",8,Implicit regional price deflator,117.416
40060,"Richmond, VA (Metropolitan Statistical Area)",,Real personal income,
40060,"Richmond, VA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",82241.1
40060,"Richmond, VA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",60931
40060,"Richmond, VA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40060,"Richmond, VA (Metropolitan Statistical Area)",3,RPPs: All items,97.988
40060,"Richmond, VA (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.729
40060,"Richmond, VA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",101.006
40060,"Richmond, VA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.809
40060,"Richmond, VA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.379
40060,"Richmond, VA (Metropolitan Statistical Area)",8,Implicit regional price deflator,118.067
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",,Real personal income,
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",189836.6
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",40494
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",3,RPPs: All items,107.929
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.330
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",131.967
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",156.574
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",101.597
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,130.045
40220,"Roanoke, VA (Metropolitan Statistical Area)",,Real personal income,
40220,"Roanoke, VA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",17193.4
40220,"Roanoke, VA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54701
40220,"Roanoke, VA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40220,"Roanoke, VA (Metropolitan Statistical Area)",3,RPPs: All items,90.944
40220,"Roanoke, VA (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.729
40220,"Roanoke, VA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",67.585
40220,"Roanoke, VA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.524
40220,"Roanoke, VA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.379
40220,"Roanoke, VA (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.580
40340,"Rochester, MN (Metropolitan Statistical Area)",,Real personal income,
40340,"Rochester, MN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",14027.2
40340,"Rochester, MN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",61233
40340,"Rochester, MN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40340,"Rochester, MN (Metropolitan Statistical Area)",3,RPPs: All items,93.114
40340,"Rochester, MN (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.930
40340,"Rochester, MN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",92.894
40340,"Rochester, MN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.118
40340,"Rochester, MN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",91.625
40340,"Rochester, MN (Metropolitan Statistical Area)",8,Implicit regional price deflator,112.194
40380,"Rochester, NY (Metropolitan Statistical Area)",,Real personal income,
40380,"Rochester, NY (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",56615.8
40380,"Rochester, NY (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",52590
40380,"Rochester, NY (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40380,"Rochester, NY (Metropolitan Statistical Area)",3,RPPs: All items,97.667
40380,"Rochester, NY (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.137
40380,"Rochester, NY (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",93.528
40380,"Rochester, NY (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",131.580
40380,"Rochester, NY (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.604
40380,"Rochester, NY (Metropolitan Statistical Area)",8,Implicit regional price deflator,117.680
40420,"Rockford, IL (Metropolitan Statistical Area)",,Real personal income,
40420,"Rockford, IL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",16736.2
40420,"Rockford, IL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",50090
40420,"Rockford, IL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40420,"Rockford, IL (Metropolitan Statistical Area)",3,RPPs: All items,90.067
40420,"Rockford, IL (Metropolitan Statistical Area)",4,"  RPPs: Goods",92.491
40420,"Rockford, IL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",64.902
40420,"Rockford, IL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",85.479
40420,"Rockford, IL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.195
40420,"Rockford, IL (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.523
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",,Real personal income,
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7030.3
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48357
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",3,RPPs: All items,88.237
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.458
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",51.794
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",85.286
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.136
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",8,Implicit regional price deflator,106.318
40660,"Rome, GA (Metropolitan Statistical Area)",,Real personal income,
40660,"Rome, GA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",4311.8
40660,"Rome, GA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",43070
40660,"Rome, GA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40660,"Rome, GA (Metropolitan Statistical Area)",3,RPPs: All items,90.223
40660,"Rome, GA (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.911
40660,"Rome, GA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",60.366
40660,"Rome, GA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.584
40660,"Rome, GA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.049
40660,"Rome, GA (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.711
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",,Real personal income,
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",130184.1
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",53782
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",3,RPPs: All items,108.888
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",133.463
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",132.742
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,131.200
40980,"Saginaw, MI (Metropolitan Statistical Area)",,Real personal income,
40980,"Saginaw, MI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",8796.4
40980,"Saginaw, MI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46844
40980,"Saginaw, MI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
40980,"Saginaw, MI (Metropolitan Statistical Area)",3,RPPs: All items,89.260
40980,"Saginaw, MI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.313
40980,"Saginaw, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",59.317
40980,"Saginaw, MI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",96.651
40980,"Saginaw, MI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.880
40980,"Saginaw, MI (Metropolitan Statistical Area)",8,Implicit regional price deflator,107.550
41060,"St. Cloud, MN (Metropolitan Statistical Area)",,Real personal income,
41060,"St. Cloud, MN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",11622.9
41060,"St. Cloud, MN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",57375
41060,"St. Cloud, MN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41060,"St. Cloud, MN (Metropolitan Statistical Area)",3,RPPs: All items,89.333
41060,"St. Cloud, MN (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.930
41060,"St. Cloud, MN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",74.917
41060,"St. Cloud, MN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.626
41060,"St. Cloud, MN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",91.625
41060,"St. Cloud, MN (Metropolitan Statistical Area)",8,Implicit regional price deflator,107.639
41100,"St. George, UT (Metropolitan Statistical Area)",,Real personal income,
41100,"St. George, UT (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",9535.2
41100,"St. George, UT (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",47099
41100,"St. George, UT (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41100,"St. George, UT (Metropolitan Statistical Area)",3,RPPs: All items,96.063
41100,"St. George, UT (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.018
41100,"St. George, UT (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",110.435
41100,"St. George, UT (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",71.627
41100,"St. George, UT (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",94.365
41100,"St. George, UT (Metropolitan Statistical Area)",8,Implicit regional price deflator,115.747
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",,Real personal income,
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5791.5
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48884
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",3,RPPs: All items,87.803
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.130
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",59.301
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.496
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.319
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",8,Implicit regional price deflator,105.795
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",,Real personal income,
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",182528.5
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",65259
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",3,RPPs: All items,96.312
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",4,"  RPPs: Goods",101.874
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",80.284
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",81.869
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.182
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",8,Implicit regional price deflator,116.047
41420,"Salem, OR (Metropolitan Statistical Area)",,Real personal income,
41420,"Salem, OR (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",20480.8
41420,"Salem, OR (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46915
