MARPP Real personal income and regional price parities by MSA 1
MARPP Real personal income and regional price parities by MSA 1
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2023
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",146.148
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",96.123
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.933
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",8,Implicit regional price deflator,127.106
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",,Real personal income,
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",45267.9
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",61408
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",3,RPPs: All items,92.659
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.070
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",86.065
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.483
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.114
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.646
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",,Real personal income,
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",243546.3
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",56087
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",3,RPPs: All items,98.007
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",4,"  RPPs: Goods",97.955
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",93.030
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",107.522
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",99.072
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",8,Implicit regional price deflator,118.090
20020,"Dothan, AL (Metropolitan Statistical Area)",,Real personal income,
20020,"Dothan, AL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7582.5
20020,"Dothan, AL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",49446
20020,"Dothan, AL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
20020,"Dothan, AL (Metropolitan Statistical Area)",3,RPPs: All items,88.318
20020,"Dothan, AL (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.052
20020,"Dothan, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",56.244
20020,"Dothan, AL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.442
20020,"Dothan, AL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.684
20020,"Dothan, AL (Metropolitan Statistical Area)",8,Implicit regional price deflator,106.415
20100,"Dover, DE (Metropolitan Statistical Area)",,Real personal income,
20100,"Dover, DE (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",9040.0
20100,"Dover, DE (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",47632
20100,"Dover, DE (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
20100,"Dover, DE (Metropolitan Statistical Area)",3,RPPs: All items,91.652
20100,"Dover, DE (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.946
20100,"Dover, DE (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",69.381
20100,"Dover, DE (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",95.774
20100,"Dover, DE (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.720
20100,"Dover, DE (Metropolitan Statistical Area)",8,Implicit regional price deflator,110.432
20220,"Dubuque, IA (Metropolitan Statistical Area)",,Real personal income,
20220,"Dubuque, IA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5857.7
20220,"Dubuque, IA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",59237
20220,"Dubuque, IA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
20220,"Dubuque, IA (Metropolitan Statistical Area)",3,RPPs: All items,89.056
20220,"Dubuque, IA (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.070
20220,"Dubuque, IA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",67.904
20220,"Dubuque, IA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",84.973
20220,"Dubuque, IA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.114
20220,"Dubuque, IA (Metropolitan Statistical Area)",8,Implicit regional price deflator,107.305
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",,Real personal income,
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",16026.9
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54801
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",3,RPPs: All items,86.980
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.832
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",64.547
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.030
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",91.619
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",8,Implicit regional price deflator,104.803
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",,Real personal income,
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",39647.2
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",59080
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",3,RPPs: All items,96.638
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.458
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",93.952
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",85.349
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.136
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",8,Implicit regional price deflator,116.440
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",,Real personal income,
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7899.0
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",47569
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",3,RPPs: All items,95.656
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.458
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",83.504
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",114.113
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.633
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",8,Implicit regional price deflator,115.257
20740,"Eau Claire, WI (Metropolitan Statistical Area)",,Real personal income,
20740,"Eau Claire, WI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",9408.6
20740,"Eau Claire, WI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",53803
20740,"Eau Claire, WI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
20740,"Eau Claire, WI (Metropolitan Statistical Area)",3,RPPs: All items,91.405
20740,"Eau Claire, WI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.114
20740,"Eau Claire, WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",68.774
20740,"Eau Claire, WI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",91.169
20740,"Eau Claire, WI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.969
20740,"Eau Claire, WI (Metropolitan Statistical Area)",8,Implicit regional price deflator,110.135
20940,"El Centro, CA (Metropolitan Statistical Area)",,Real personal income,
20940,"El Centro, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7140.5
20940,"El Centro, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",39879
20940,"El Centro, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
20940,"El Centro, CA (Metropolitan Statistical Area)",3,RPPs: All items,100.080
20940,"El Centro, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
20940,"El Centro, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",77.760
20940,"El Centro, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",136.797
20940,"El Centro, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
20940,"El Centro, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,120.587
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",,Real personal income,
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7880.3
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",49968
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",3,RPPs: All items,89.386
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.178
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",57.680
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",80.459
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.318
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",8,Implicit regional price deflator,107.703
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",,Real personal income,
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",10877.4
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",52698
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",3,RPPs: All items,92.573
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.057
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",77.108
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",87.346
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.592
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.543
21300,"Elmira, NY (Metropolitan Statistical Area)",,Real personal income,
21300,"Elmira, NY (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",3950.0
21300,"Elmira, NY (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48570
21300,"Elmira, NY (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
21300,"Elmira, NY (Metropolitan Statistical Area)",3,RPPs: All items,92.201
21300,"Elmira, NY (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.137
21300,"Elmira, NY (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",67.564
21300,"Elmira, NY (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",130.765
21300,"Elmira, NY (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.604
21300,"Elmira, NY (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.095
21340,"El Paso, TX (Metropolitan Statistical Area)",,Real personal income,
21340,"El Paso, TX (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",37610.7
21340,"El Paso, TX (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",43066
21340,"El Paso, TX (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
21340,"El Paso, TX (Metropolitan Statistical Area)",3,RPPs: All items,90.241
21340,"El Paso, TX (Metropolitan Statistical Area)",4,"  RPPs: Goods",91.935
21340,"El Paso, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",75.474
21340,"El Paso, TX (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",91.198
21340,"El Paso, TX (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.265
21340,"El Paso, TX (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.733
21420,"Enid, OK (Metropolitan Statistical Area) *",,Real personal income,
21420,"Enid, OK (Metropolitan Statistical Area) *",1,"  Real personal income (millions of constant (2017) dollars)",3062.9
21420,"Enid, OK (Metropolitan Statistical Area) *",2,"  Real per capita personal income (constant (2017) dollars) 2",49383
21420,"Enid, OK (Metropolitan Statistical Area) *",,Regional price parities and implicit price deflator,
21420,"Enid, OK (Metropolitan Statistical Area) *",3,RPPs: All items,86.142
21420,"Enid, OK (Metropolitan Statistical Area) *",4,"  RPPs: Goods",92.190
21420,"Enid, OK (Metropolitan Statistical Area) *",5,"  RPPs: Services: Housing",58.207
21420,"Enid, OK (Metropolitan Statistical Area) *",6,"  RPPs: Services: Utilities",80.453
21420,"Enid, OK (Metropolitan Statistical Area) *",7,"  RPPs: Services: Other",95.414
21420,"Enid, OK (Metropolitan Statistical Area) *",8,Implicit regional price deflator,103.793
21500,"Erie, PA (Metropolitan Statistical Area)",,Real personal income,
21500,"Erie, PA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",13298.8
21500,"Erie, PA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",49702
21500,"Erie, PA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
21500,"Erie, PA (Metropolitan Statistical Area)",3,RPPs: All items,91.516
21500,"Erie, PA (Metropolitan Statistical Area)",4,"  RPPs: Goods",98.458
21500,"Erie, PA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",61.556
21500,"Erie, PA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",116.241
21500,"Erie, PA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.633
21500,"Erie, PA (Metropolitan Statistical Area)",8,Implicit regional price deflator,110.268
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",,Real personal income,
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",18880.9
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",49533
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",3,RPPs: All items,103.481
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.556
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",101.813
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.037
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.199
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",8,Implicit regional price deflator,124.685
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",,Real personal income,
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",17969.4
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",57076
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",3,RPPs: All items,89.763
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.070
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",60.244
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",86.918
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.713
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.156
21820,"Fairbanks, AK (Metropolitan Statistical Area)",,Real personal income,
21820,"Fairbanks, AK (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5538.5
21820,"Fairbanks, AK (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",58399
21820,"Fairbanks, AK (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
21820,"Fairbanks, AK (Metropolitan Statistical Area)",3,RPPs: All items,99.362
21820,"Fairbanks, AK (Metropolitan Statistical Area)",4,"  RPPs: Goods",100.299
21820,"Fairbanks, AK (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",79.502
21820,"Fairbanks, AK (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",119.882
21820,"Fairbanks, AK (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",103.470
21820,"Fairbanks, AK (Metropolitan Statistical Area)",8,Implicit regional price deflator,119.723
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",,Real personal income,
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",16689.8
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",63551
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",3,RPPs: All items,89.410
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.921
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",73.414
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",78.502
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",90.615
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",8,Implicit regional price deflator,107.731
22140,"Farmington, NM (Metropolitan Statistical Area)",,Real personal income,
22140,"Farmington, NM (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5342.0
22140,"Farmington, NM (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",44268
22140,"Farmington, NM (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22140,"Farmington, NM (Metropolitan Statistical Area)",3,RPPs: All items,86.520
22140,"Farmington, NM (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.413
22140,"Farmington, NM (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",57.699
22140,"Farmington, NM (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",76.973
22140,"Farmington, NM (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.686
22140,"Farmington, NM (Metropolitan Statistical Area)",8,Implicit regional price deflator,104.249
22180,"Fayetteville, NC (Metropolitan Statistical Area)",,Real personal income,
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",23124.2
22180,"Fayetteville, NC (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",43319
22180,"Fayetteville, NC (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22180,"Fayetteville, NC (Metropolitan Statistical Area)",3,RPPs: All items,91.385
22180,"Fayetteville, NC (Metropolitan Statistical Area)",4,"  RPPs: Goods",96.458
22180,"Fayetteville, NC (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",69.986
22180,"Fayetteville, NC (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",83.064
22180,"Fayetteville, NC (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.136
22180,"Fayetteville, NC (Metropolitan Statistical Area)",8,Implicit regional price deflator,110.111
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",,Real personal income,
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",48088.9
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",81460
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",3,RPPs: All items,90.957
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",4,"  RPPs: Goods",92.115
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",75.800
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",82.052
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.225
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.595
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",,Real personal income,
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",8161.9
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",56494
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",3,RPPs: All items,91.270
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.066
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",81.545
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",84.721
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.260
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.973
22420,"Flint, MI (Metropolitan Statistical Area)",,Real personal income,
22420,"Flint, MI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",19522.1
22420,"Flint, MI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48620
22420,"Flint, MI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22420,"Flint, MI (Metropolitan Statistical Area)",3,RPPs: All items,89.833
22420,"Flint, MI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.313
22420,"Flint, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",64.956
22420,"Flint, MI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",97.245
22420,"Flint, MI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.880
22420,"Flint, MI (Metropolitan Statistical Area)",8,Implicit regional price deflator,108.240
22500,"Florence, SC (Metropolitan Statistical Area)",,Real personal income,
22500,"Florence, SC (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",10060.6
22500,"Florence, SC (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",50396
22500,"Florence, SC (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22500,"Florence, SC (Metropolitan Statistical Area)",3,RPPs: All items,87.997
22500,"Florence, SC (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.554
22500,"Florence, SC (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",57.156
22500,"Florence, SC (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",85.757
22500,"Florence, SC (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.404
22500,"Florence, SC (Metropolitan Statistical Area)",8,Implicit regional price deflator,106.029
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",,Real personal income,
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7107.6
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",45804
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3,RPPs: All items,85.618
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.052
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",41.981
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.630
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.684
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",8,Implicit regional price deflator,103.162
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",,Real personal income,
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5588.6
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",53763
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3,RPPs: All items,92.837
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.114
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",77.571
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.174
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.969
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.860
22660,"Fort Collins, CO (Metropolitan Statistical Area)",,Real personal income,
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",22773.0
22660,"Fort Collins, CO (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",61421
